No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
1369,95172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1370,95177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1371,95270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1372,95282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1373,95294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBD,Jasa Konsultansi,2012,16,Sangat Buruk
1374,95315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1375,95317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
1376,95427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
1377,96059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,9,Baik
1378,96085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
1379,96102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1380,96107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1381,96168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1382,96172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1383,96177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1384,96270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,11,Buruk
1385,96282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1386,96294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
1387,96315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1388,96355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1389,96365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1390,96427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1391,96447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1392,97059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
1393,97102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1394,97107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1395,97168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1396,97172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
1397,97282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Jasa Konsultansi,2012,9,Baik
1398,97294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
1399,97311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1400,97315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1401,97317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
1402,97355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1403,97447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1404,98059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
1405,98102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1406,98107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1407,98168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1408,98177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1409,98270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,8,Baik
1410,98282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1411,98294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
1412,98311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1413,98315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1414,98317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
1415,98355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1416,98427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1417,98447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1418,99085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
1419,99102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1420,99107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1421,99168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1422,99177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1423,99270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,17,Sangat Buruk
1424,99282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1425,99315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1426,99355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1427,99365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1428,99427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1429,100059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pengadaan Barang,2012,10,Baik
1430,100102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1431,100107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1432,100282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1433,100311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1434,100315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,8,Baik
1435,100355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1436,100427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1437,101059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1438,101085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,14,Buruk
1439,101102,Sumatera Selatan,Prabumulih (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
1440,101107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,9,Baik
1441,101168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1442,101172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
1443,101177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1444,101282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1445,101311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1446,101315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1447,101317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1448,101355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1449,101427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1450,102059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1451,102085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
1452,102102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1453,102107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1454,102168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
1455,102172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1456,102177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1457,102251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1458,102282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1459,102311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1460,102315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1461,102317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1462,102355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1463,102365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1464,102427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1465,103059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1466,103085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,11,Buruk
1467,103102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1468,103107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1469,103172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1470,103177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1471,103282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1472,103294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBN,Jasa Konsultansi,2012,11,Buruk
1473,103311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1474,103315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1475,103317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1476,103355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
1477,103365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1478,103427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1479,104059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1480,104085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1481,104102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1482,104107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1483,104168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1484,104172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1485,104177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1486,104251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1487,104282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1488,104311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1489,104315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
1490,104317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1491,104355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,19,Sangat Buruk
1492,104427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1493,105059,Kalimantan Selatan,Tabalong (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
1494,105085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,9,Baik
1495,105102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1496,105107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1497,105168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1498,105172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1499,105173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1500,105177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1501,105270,Kalimantan Selatan,Barito Kuala (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1502,105282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1503,105294,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro (Kab.),APBD,Jasa Konsultansi,2012,16,Sangat Buruk
1504,105311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1505,105315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1506,105317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1507,105355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1508,105427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1509,106059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1510,106102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1511,106168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1512,106172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1513,106177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1514,106270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
1515,106282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1516,106311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1517,106315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1518,106317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1519,106355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1520,106365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1521,107059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1522,107085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1523,107102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1524,107107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
1525,107168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1526,107172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1527,107177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1528,107251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1529,107270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1530,107317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1531,107355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1532,107365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1533,108059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
1534,108085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,8,Baik
1535,108102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1536,108107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,13,Buruk
1537,108172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1538,108177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1539,108251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1540,108282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1541,108311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
1542,108355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1543,108365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1544,109059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1545,109085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
1546,109102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1547,109107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
1548,109168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1549,109172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1550,109177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1551,109282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1552,109315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
1553,109355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1554,109365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
1555,109427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
1556,110059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
1557,110085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
1558,110102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1559,110107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,11,Buruk
1560,110168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1561,110177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1562,110251,Sumatera Selatan,Palembang (Kota),APBD,Jasa Lainnya,2012,12,Buruk
1563,110270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
1564,110282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1565,110311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pengadaan Barang,2012,13,Buruk
1566,110315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pengadaan Barang,2012,8,Baik
1567,110317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Jasa Lainnya,2012,15,Sangat Buruk
1568,110355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1569,110427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
1570,111059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pengadaan Barang,2012,12,Buruk
1571,111085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1572,111102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1573,111107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
1574,111168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
1575,111177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1576,111282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,17,Sangat Buruk
1577,111317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,19,Sangat Buruk
1578,111355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1579,111365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1580,111427,Kalimantan Selatan,Kota Baru (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
1581,112059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
1582,112085,Kalimantan Selatan,Hulu Sungai Utara (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1583,112102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1584,112107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1585,112168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1586,112172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
1587,112177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
1588,112270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,12,Buruk
1589,112282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
1590,112317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
1591,112355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
1592,112365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1593,113059,Kalimantan Selatan,Tabalong (Kab.),APBN,Pengadaan Barang,2012,11,Buruk
1594,113102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
1595,113107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1596,113168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
1597,113177,Kalimantan Selatan,Tapin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
1598,113251,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
1599,113270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
1600,113282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
1601,113311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pengadaan Barang,2012,17,Sangat Buruk
1602,113315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
1603,113317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
